student_id,age,gender,course,year,parent_education,internet_access,hostel_resident
200.99,23,male,nursing,3rd year,no formal,no,yes
200.99,22,other,ba,3rd year,high school,yes,yes
200.99,19,male,nursing,1st year,phd,yes,no
200.99,17,other,b.com,3rd year,graduate,yes,yes
200.99,24,male,b.com,1st year,graduate,yes,yes
200.99,20,male,ba,1st year,no formal,yes,yes
200.99,24,other,b.tech,4th year,no formal,yes,yes
200.99,22,female,b.com,1st year,post graduate,yes,yes
200.99,23,male,nursing,1st year,high school,yes,yes
200.99,23,male,diploma,2nd year,high school,yes,no
200.99,18,male,b.com,4th year,no formal,yes,yes
200.99,19,male,b.com,4th year,post graduate,yes,no
200.99,20,other,ba,3rd year,phd,no,no
200.99,20,male,b.sc,1st year,high school,yes,no
200.99,17,male,b.sc,3rd year,high school,yes,yes
200.99,21,other,pharmacy,4th year,post graduate,yes,no
200.99,18,other,diploma,2nd year,graduate,yes,yes
200.99,22,male,diploma,2nd year,post graduate,no,no
200.99,22,female,b.com,4th year,post graduate,yes,no
200.99,24,female,nursing,1st year,post graduate,yes,no
200.99,22,female,b.sc,4th year,no formal,yes,yes
200.99,19,male,pharmacy,2nd year,graduate,yes,yes
200.99,24,other,bba,3rd year,graduate,yes,no
200.99,20,other,b.com,2nd year,phd,yes,yes
200.99,19,other,diploma,3rd year,post graduate,yes,yes
200.99,24,other,ba,4th year,post graduate,yes,yes
200.99,19,male,b.com,2nd year,phd,yes,yes
200.99,17,female,diploma,1st year,post graduate,yes,no
200.99,20,other,diploma,1st year,post graduate,yes,yes
200.99,23,female,bca,4th year,graduate,yes,no
200.99,18,other,bba,4th year,no formal,yes,no
200.99,20,female,b.com,3rd year,post graduate,yes,no
200.99,18,other,ba,1st year,high school,yes,yes
200.99,22,other,nursing,4th year,no formal,yes,no
200.99,20,female,ba,2nd year,high school,no,no
200.99,19,other,pharmacy,1st year,high school,yes,no
200.99,18,female,b.sc,2nd year,high school,yes,no
200.99,21,male,b.sc,4th year,high school,yes,yes
200.99,22,female,b.com,4th year,phd,yes,yes
200.99,24,other,b.tech,3rd year,phd,yes,no
200.99,20,male,nursing,3rd year,no formal,yes,yes
200.99,18,male,ba,4th year,graduate,yes,no
200.99,23,female,b.tech,3rd year,high school,yes,no
200.99,22,female,bca,2nd year,phd,yes,yes
200.99,22,female,pharmacy,1st year,graduate,yes,no
200.99,17,female,pharmacy,1st year,post graduate,no,no
200.99,19,female,b.tech,1st year,no formal,yes,no
200.99,23,male,nursing,4th year,post graduate,no,no
200.99,23,male,ba,1st year,graduate,yes,yes
200.99,20,other,nursing,1st year,phd,yes,yes
200.99,23,female,bca,4th year,no formal,yes,no
200.99,23,other,diploma,2nd year,high school,no,yes
200.99,20,female,nursing,1st year,phd,yes,yes
200.99,24,male,pharmacy,4th year,high school,yes,no
200.99,19,female,b.sc,4th year,high school,yes,yes
200.99,18,other,diploma,3rd year,high school,yes,no
200.99,22,other,b.sc,1st year,graduate,yes,yes
200.99,22,male,pharmacy,3rd year,no formal,yes,yes
200.99,18,other,bca,4th year,post graduate,yes,no
200.99,23,female,b.sc,4th year,phd,yes,yes
200.99,18,male,b.com,3rd year,high school,yes,no
200.99,23,female,pharmacy,4th year,no formal,yes,no
200.99,17,male,bca,4th year,high school,yes,yes
200.99,23,male,b.com,1st year,post graduate,yes,no
200.99,23,other,nursing,3rd year,graduate,yes,yes
200.99,23,other,diploma,3rd year,post graduate,no,yes
200.99,22,female,b.tech,4th year,phd,yes,yes
200.99,20,other,b.com,3rd year,phd,no,yes
200.99,22,other,nursing,3rd year,graduate,no,no
200.99,19,female,ba,3rd year,post graduate,yes,no
200.99,23,male,b.tech,2nd year,graduate,yes,no
200.99,21,female,bca,2nd year,no formal,yes,no
200.99,20,male,pharmacy,4th year,graduate,no,yes
200.99,21,other,bca,4th year,phd,yes,no
200.99,21,female,pharmacy,3rd year,graduate,no,yes
200.99,17,other,b.sc,2nd year,graduate,yes,no
200.99,18,other,diploma,1st year,post graduate,yes,yes
200.99,18,female,bca,2nd year,phd,no,yes
200.99,17,other,pharmacy,2nd year,no formal,yes,yes
200.99,20,other,bba,4th year,no formal,yes,yes
200.99,22,other,nursing,3rd year,graduate,yes,yes
200.99,22,male,b.sc,2nd year,no formal,yes,yes
200.99,20,female,b.tech,4th year,phd,no,yes
200.99,23,other,diploma,2nd year,post graduate,yes,yes
200.99,21,other,b.tech,4th year,post graduate,yes,yes
200.99,17,female,nursing,3rd year,graduate,no,yes
200.99,23,male,b.tech,2nd year,graduate,yes,yes
200.99,21,male,diploma,4th year,no formal,no,no
200.99,22,female,bba,3rd year,post graduate,no,yes
200.99,21,female,bca,4th year,graduate,yes,yes
200.99,21,other,bca,1st year,high school,yes,no
200.99,17,male,ba,2nd year,graduate,yes,yes
200.99,21,female,bba,2nd year,graduate,yes,yes
200.99,23,male,bba,3rd year,phd,yes,yes
200.99,19,other,diploma,4th year,no formal,yes,yes
200.99,21,male,diploma,1st year,no formal,yes,yes
200.99,17,male,bba,1st year,no formal,yes,no
200.99,19,male,ba,3rd year,post graduate,yes,yes
200.99,20,male,b.tech,2nd year,no formal,yes,yes
200.99,24,female,nursing,3rd year,post graduate,yes,no
200.99,18,female,b.com,1st year,post graduate,yes,yes
200.99,19,female,ba,3rd year,post graduate,yes,no
200.99,20,other,pharmacy,1st year,graduate,no,yes
200.99,24,female,nursing,4th year,graduate,yes,no
200.99,23,male,ba,1st year,phd,no,no
200.99,17,female,bba,1st year,phd,yes,no
200.99,18,other,b.com,1st year,no formal,no,yes
200.99,23,female,bca,1st year,high school,yes,yes
200.99,17,male,b.sc,2nd year,high school,yes,yes
200.99,23,other,pharmacy,3rd year,graduate,yes,no
200.99,19,other,pharmacy,4th year,post graduate,yes,yes
200.99,24,male,b.com,4th year,high school,no,yes
200.99,19,female,b.com,1st year,no formal,yes,yes
200.99,20,female,bba,2nd year,high school,yes,yes
200.99,22,male,bca,4th year,graduate,yes,no
200.99,18,male,bca,1st year,post graduate,yes,yes
200.99,21,other,b.tech,3rd year,no formal,no,no
200.99,21,female,diploma,2nd year,post graduate,yes,yes
200.99,23,other,b.tech,1st year,no formal,yes,no
200.99,24,female,ba,1st year,high school,yes,yes
200.99,22,female,diploma,2nd year,graduate,no,yes
200.99,20,other,nursing,1st year,no formal,yes,no
200.99,20,male,bca,1st year,graduate,yes,yes
200.99,20,female,b.sc,3rd year,no formal,yes,yes
200.99,23,male,diploma,4th year,high school,yes,no
200.99,19,male,b.tech,3rd year,graduate,yes,yes
200.99,18,other,b.com,3rd year,high school,yes,no
200.99,19,male,b.sc,1st year,graduate,yes,yes
200.99,17,female,pharmacy,2nd year,high school,yes,yes
200.99,17,female,ba,3rd year,graduate,yes,no
200.99,17,other,bca,1st year,no formal,yes,yes
200.99,23,female,nursing,3rd year,no formal,yes,no
200.99,22,other,pharmacy,1st year,phd,no,no
200.99,22,other,pharmacy,2nd year,high school,yes,yes
200.99,20,other,b.sc,3rd year,post graduate,yes,no
200.99,22,other,ba,4th year,no formal,yes,yes
200.99,18,male,ba,1st year,no formal,no,no
200.99,24,male,nursing,3rd year,post graduate,no,yes
200.99,21,female,ba,3rd year,high school,yes,yes
200.99,24,female,b.com,1st year,high school,yes,yes
200.99,18,other,diploma,3rd year,no formal,yes,no
200.99,20,other,bba,1st year,high school,yes,yes
200.99,22,male,diploma,3rd year,high school,yes,yes
200.99,20,male,ba,1st year,post graduate,yes,yes
200.99,20,male,bba,1st year,phd,yes,yes
200.99,18,female,b.tech,1st year,no formal,yes,yes
200.99,20,female,b.tech,2nd year,no formal,yes,yes
200.99,18,male,b.tech,1st year,post graduate,yes,yes
200.99,19,other,b.sc,2nd year,phd,yes,yes
200.99,22,male,ba,4th year,high school,no,yes
200.99,22,female,b.tech,4th year,phd,yes,no
200.99,21,other,b.sc,4th year,no formal,yes,yes
200.99,19,male,nursing,2nd year,post graduate,no,yes
200.99,24,other,nursing,1st year,phd,yes,no
200.99,17,other,b.com,2nd year,graduate,yes,no
200.99,19,other,pharmacy,1st year,graduate,yes,yes
200.99,17,male,b.sc,1st year,high school,yes,no
200.99,19,female,b.tech,2nd year,post graduate,yes,yes
200.99,24,male,ba,3rd year,phd,yes,yes
201,19,female,b.com,4th year,phd,yes,no
202,24,other,b.tech,3rd year,phd,no,yes
203,20,other,nursing,2nd year,no formal,yes,no
204,22,other,pharmacy,3rd year,graduate,yes,no
205,20,female,b.com,4th year,graduate,yes,yes
206,19,other,b.com,3rd year,no formal,yes,yes
207,23,other,diploma,4th year,phd,yes,no
208,24,other,pharmacy,4th year,no formal,yes,no
209,19,other,b.com,3rd year,graduate,yes,no
210,23,female,diploma,4th year,no formal,no,yes
211,19,male,b.tech,2nd year,post graduate,yes,yes
212,22,male,bca,2nd year,no formal,no,yes
213,23,other,pharmacy,1st year,graduate,yes,yes
214,20,male,bba,1st year,graduate,yes,no
215,22,male,bca,3rd year,no formal,yes,yes
216,19,other,diploma,4th year,phd,yes,no
217,17,female,bca,1st year,no formal,yes,yes
218,17,other,diploma,3rd year,post graduate,yes,no
219,20,male,nursing,1st year,no formal,yes,yes
220,24,female,b.tech,4th year,post graduate,no,yes
221,18,female,nursing,3rd year,high school,yes,yes
222,20,female,pharmacy,2nd year,post graduate,yes,no
223,22,female,pharmacy,2nd year,graduate,yes,no
224,18,male,ba,4th year,post graduate,yes,yes
225,22,other,bca,2nd year,phd,yes,no
226,19,male,ba,1st year,graduate,yes,yes
227,23,female,nursing,3rd year,post graduate,yes,yes
228,21,other,ba,3rd year,phd,yes,no
229,21,female,b.com,3rd year,high school,yes,yes
230,18,male,diploma,2nd year,high school,yes,yes
231,20,male,b.tech,2nd year,post graduate,yes,yes
232,23,female,ba,1st year,phd,yes,no
233,17,female,b.sc,4th year,no formal,no,no
234,23,other,ba,1st year,no formal,yes,no
235,20,male,bba,2nd year,no formal,yes,no
236,22,female,b.tech,1st year,post graduate,yes,no
237,22,male,nursing,1st year,graduate,no,yes
238,20,female,ba,1st year,graduate,yes,no
239,19,female,ba,2nd year,high school,yes,yes
240,22,male,b.sc,4th year,graduate,yes,yes
241,18,male,pharmacy,1st year,post graduate,yes,no
242,21,male,nursing,4th year,graduate,no,yes
243,17,female,bba,3rd year,high school,no,no
244,22,male,ba,4th year,no formal,yes,no
245,22,male,bba,3rd year,high school,yes,no
246,17,male,pharmacy,4th year,post graduate,no,yes
247,23,male,b.sc,3rd year,no formal,yes,yes
248,20,male,diploma,4th year,high school,no,no
249,23,female,pharmacy,1st year,high school,yes,no
250,17,male,diploma,4th year,graduate,yes,yes
251,18,male,nursing,1st year,phd,no,yes
252,20,male,pharmacy,1st year,phd,yes,no
253,18,male,b.tech,3rd year,high school,yes,no
254,19,male,b.com,2nd year,graduate,yes,yes
255,22,male,b.sc,1st year,phd,yes,no
256,18,other,bca,4th year,phd,yes,no
257,22,other,ba,3rd year,post graduate,yes,yes
258,17,male,b.tech,2nd year,no formal,yes,yes
259,18,male,bca,2nd year,high school,no,no
260,21,female,b.tech,3rd year,high school,no,no
261,23,other,ba,2nd year,post graduate,yes,no
262,18,other,ba,3rd year,high school,no,no
263,19,other,pharmacy,1st year,no formal,yes,yes
264,24,male,diploma,2nd year,phd,yes,no
265,24,female,bca,1st year,no formal,yes,no
266,21,female,nursing,2nd year,post graduate,no,yes
267,20,female,b.sc,2nd year,phd,no,yes
268,19,other,b.com,3rd year,phd,no,no
269,21,male,diploma,4th year,graduate,yes,no
270,21,female,diploma,3rd year,graduate,yes,yes
271,19,male,b.tech,4th year,post graduate,yes,yes
272,17,male,b.com,2nd year,high school,yes,yes
273,18,male,b.com,2nd year,graduate,no,yes
274,24,other,b.tech,3rd year,high school,yes,no
275,20,female,bca,1st year,high school,yes,no
276,20,other,b.tech,2nd year,graduate,yes,no
277,20,other,nursing,4th year,graduate,yes,yes
278,23,female,bca,2nd year,no formal,yes,yes
279,17,other,diploma,4th year,no formal,yes,no
280,17,male,bba,3rd year,post graduate,no,yes
281,19,other,pharmacy,1st year,graduate,yes,yes
282,20,male,b.com,2nd year,phd,yes,yes
283,22,female,bca,2nd year,no formal,yes,no
284,20,other,b.tech,4th year,high school,yes,no
285,20,other,nursing,2nd year,high school,yes,no
286,24,male,bca,2nd year,post graduate,no,no
287,18,other,b.sc,3rd year,graduate,yes,yes
288,21,male,nursing,4th year,graduate,yes,no
289,21,other,pharmacy,3rd year,phd,yes,yes
290,20,female,b.tech,4th year,no formal,yes,no
291,23,male,nursing,1st year,phd,yes,yes
292,19,other,diploma,4th year,high school,yes,yes
293,24,other,ba,1st year,no formal,no,no
294,19,male,bca,4th year,graduate,yes,yes
295,21,male,nursing,3rd year,high school,yes,yes
296,21,male,bba,3rd year,post graduate,no,no
297,23,female,bca,1st year,post graduate,yes,yes
298,20,female,b.tech,3rd year,graduate,no,no
299,19,other,pharmacy,1st year,post graduate,yes,yes
300,17,other,pharmacy,3rd year,no formal,yes,yes
301,19,male,b.sc,2nd year,high school,yes,yes
302,23,female,bba,1st year,no formal,yes,no
303,17,other,b.com,2nd year,post graduate,yes,no
304,24,other,ba,1st year,post graduate,yes,yes
305,21,male,b.com,1st year,post graduate,yes,yes
306,18,male,nursing,1st year,high school,yes,no
307,19,male,diploma,2nd year,phd,yes,no
308,21,female,nursing,3rd year,post graduate,yes,yes
309,19,female,nursing,3rd year,graduate,yes,no
310,17,female,diploma,1st year,high school,no,no
311,22,male,b.sc,2nd year,phd,no,no
312,22,female,nursing,3rd year,post graduate,yes,yes
313,17,male,nursing,1st year,phd,yes,yes
314,19,female,b.sc,1st year,high school,yes,yes
315,18,male,b.tech,1st year,graduate,yes,no
316,22,other,diploma,1st year,no formal,yes,yes
317,22,female,ba,1st year,graduate,no,yes
318,22,male,b.com,3rd year,graduate,no,yes
319,24,other,ba,4th year,phd,yes,no
320,23,other,nursing,4th year,post graduate,yes,yes
321,19,male,ba,3rd year,phd,yes,yes
322,17,male,ba,2nd year,phd,yes,yes
323,21,male,ba,4th year,no formal,yes,yes
324,24,female,b.tech,4th year,phd,yes,yes
325,24,female,b.tech,2nd year,no formal,yes,no
326,18,female,ba,1st year,graduate,yes,yes
327,18,female,b.tech,2nd year,phd,yes,no
328,17,female,diploma,2nd year,post graduate,yes,yes
329,18,male,ba,3rd year,phd,yes,yes
330,21,male,bba,1st year,graduate,yes,no
331,21,other,ba,3rd year,post graduate,yes,yes
332,19,other,diploma,2nd year,graduate,yes,yes
333,19,other,ba,2nd year,phd,yes,yes
334,23,other,b.tech,1st year,no formal,yes,yes
335,20,female,bba,3rd year,high school,yes,yes
336,23,other,b.sc,1st year,post graduate,no,no
337,24,other,bca,4th year,graduate,yes,yes
338,19,other,bca,3rd year,phd,no,no
339,18,male,bba,4th year,graduate,no,yes
340,24,male,ba,3rd year,no formal,yes,yes
341,22,female,bca,4th year,post graduate,no,yes
342,19,female,diploma,1st year,high school,yes,yes
343,21,other,nursing,1st year,graduate,yes,no
344,21,male,pharmacy,4th year,no formal,yes,yes
345,24,other,b.tech,3rd year,phd,yes,no
346,19,other,bca,3rd year,graduate,yes,yes
347,24,other,b.tech,2nd year,phd,yes,yes
348,24,male,ba,2nd year,graduate,yes,no
349,18,male,diploma,3rd year,phd,yes,yes
350,18,male,bba,2nd year,high school,yes,yes
351,21,other,nursing,1st year,no formal,yes,no
352,17,other,pharmacy,2nd year,graduate,yes,yes
353,19,female,pharmacy,2nd year,no formal,yes,no
354,20,male,diploma,4th year,phd,yes,no
355,24,female,diploma,2nd year,phd,no,yes
356,24,other,nursing,2nd year,high school,yes,yes
357,18,female,b.com,3rd year,no formal,yes,no
358,24,male,b.com,1st year,post graduate,yes,no
359,17,female,ba,3rd year,post graduate,yes,no
360,22,female,diploma,1st year,post graduate,yes,no
361,23,female,ba,4th year,graduate,yes,no
362,24,other,b.sc,2nd year,graduate,yes,yes
363,18,male,nursing,2nd year,high school,yes,yes
364,24,female,diploma,2nd year,high school,yes,yes
365,17,other,bca,2nd year,post graduate,yes,yes
366,21,male,nursing,3rd year,phd,yes,yes
367,20,male,nursing,3rd year,high school,yes,yes
368,19,male,pharmacy,4th year,high school,yes,yes
369,17,female,b.com,4th year,graduate,yes,yes
370,23,male,b.sc,2nd year,no formal,yes,yes
371,19,other,ba,3rd year,post graduate,yes,yes
372,22,male,nursing,2nd year,no formal,yes,no
373,20,other,pharmacy,4th year,post graduate,yes,no
374,19,female,b.tech,1st year,phd,no,no
375,24,other,nursing,4th year,phd,yes,yes
376,17,female,bba,2nd year,no formal,yes,yes
377,22,female,nursing,3rd year,graduate,yes,no
378,22,male,diploma,3rd year,graduate,yes,no
379,20,female,b.tech,2nd year,graduate,yes,yes
380,19,male,bba,4th year,post graduate,yes,no
381,17,male,b.tech,2nd year,phd,yes,yes
382,24,other,ba,3rd year,graduate,yes,no
383,24,other,diploma,4th year,graduate,no,yes
384,18,male,diploma,1st year,post graduate,no,yes
385,17,female,diploma,4th year,graduate,no,yes
386,17,male,bca,4th year,high school,no,yes
387,17,male,b.tech,2nd year,phd,yes,yes
388,23,female,bca,4th year,post graduate,yes,yes
389,24,other,bba,1st year,graduate,yes,no
390,18,male,bba,1st year,no formal,yes,yes
391,22,female,b.sc,4th year,high school,yes,no
392,18,other,diploma,4th year,high school,yes,no
393,19,female,bca,1st year,post graduate,no,yes
394,21,male,ba,3rd year,no formal,yes,yes
395,22,female,b.tech,1st year,high school,yes,no
396,23,other,b.tech,4th year,graduate,yes,yes
397,17,other,ba,4th year,post graduate,yes,no
398,18,female,bba,2nd year,no formal,yes,no
399,19,male,pharmacy,1st year,post graduate,yes,yes
400,19,other,diploma,1st year,graduate,yes,no
401,24,other,bba,3rd year,post graduate,no,yes
402,23,female,b.com,4th year,no formal,yes,yes
403,19,other,b.sc,3rd year,graduate,yes,yes
404,24,other,b.sc,2nd year,graduate,yes,yes
405,20,male,b.tech,3rd year,high school,no,no
406,21,female,pharmacy,4th year,no formal,yes,yes
407,20,female,b.tech,4th year,high school,yes,yes
408,18,female,nursing,1st year,graduate,yes,yes
409,24,female,bca,1st year,no formal,no,yes
410,17,other,bca,2nd year,phd,yes,yes
411,18,male,pharmacy,2nd year,post graduate,no,yes
412,18,female,nursing,3rd year,high school,yes,yes
413,19,male,b.sc,4th year,no formal,yes,yes
414,18,female,pharmacy,3rd year,post graduate,yes,yes
415,17,female,b.sc,4th year,no formal,yes,no
416,22,male,bca,2nd year,graduate,no,yes
417,24,other,bca,3rd year,high school,yes,yes
418,17,male,b.com,3rd year,high school,yes,yes
419,19,male,bca,2nd year,post graduate,yes,yes
420,21,female,bca,3rd year,high school,yes,yes
421,24,other,pharmacy,3rd year,high school,yes,no
422,22,male,pharmacy,3rd year,high school,yes,yes
423,23,female,ba,2nd year,no formal,no,yes
424,21,female,diploma,2nd year,post graduate,yes,yes
425,20,other,nursing,4th year,graduate,yes,no
426,18,male,b.tech,3rd year,high school,yes,yes
427,23,male,diploma,1st year,high school,yes,no
428,23,female,pharmacy,3rd year,phd,yes,yes
429,17,male,b.sc,3rd year,graduate,yes,yes
430,22,other,diploma,4th year,post graduate,no,yes
431,17,male,b.tech,4th year,phd,yes,yes
432,22,female,ba,3rd year,graduate,yes,no
433,23,male,nursing,1st year,high school,yes,yes
434,18,other,pharmacy,2nd year,phd,yes,yes
435,20,female,diploma,1st year,graduate,no,yes
436,17,male,diploma,1st year,high school,no,yes
437,21,male,b.com,4th year,phd,no,yes
438,24,male,nursing,1st year,post graduate,yes,no
439,17,male,bca,1st year,graduate,no,yes
440,20,other,pharmacy,2nd year,high school,yes,no
441,24,female,bca,2nd year,post graduate,yes,no
442,19,other,b.tech,3rd year,graduate,yes,yes
443,18,male,bba,2nd year,high school,yes,no
444,20,other,diploma,4th year,no formal,yes,no
445,21,female,nursing,1st year,phd,yes,yes
446,22,female,ba,4th year,phd,yes,no
447,19,other,b.sc,4th year,phd,yes,yes
448,24,other,nursing,3rd year,high school,yes,yes
449,21,other,nursing,1st year,post graduate,yes,yes
450,19,other,nursing,3rd year,graduate,yes,no
451,24,female,diploma,3rd year,high school,yes,yes
452,24,other,nursing,3rd year,phd,yes,no
453,20,other,ba,2nd year,high school,no,no
454,17,other,nursing,2nd year,no formal,yes,yes
455,21,female,bba,2nd year,no formal,yes,no
456,21,male,nursing,3rd year,phd,yes,no
457,18,female,b.sc,2nd year,no formal,yes,yes
458,22,male,b.com,2nd year,graduate,yes,no
459,23,male,b.sc,4th year,graduate,no,yes
460,17,female,ba,2nd year,post graduate,no,no
461,22,female,nursing,3rd year,phd,yes,yes
462,18,female,b.sc,4th year,graduate,yes,no
463,22,other,diploma,4th year,post graduate,yes,no
464,20,other,nursing,3rd year,phd,yes,no
465,17,female,diploma,2nd year,phd,no,yes
466,24,female,bca,1st year,phd,yes,yes
467,18,other,b.sc,4th year,post graduate,no,no
468,21,male,bca,3rd year,high school,yes,yes
469,18,other,b.com,3rd year,graduate,yes,no
470,24,other,b.com,4th year,post graduate,yes,yes
471,22,other,nursing,2nd year,high school,yes,yes
472,23,male,bca,1st year,phd,yes,yes
473,20,female,pharmacy,3rd year,graduate,yes,yes
474,20,other,bba,4th year,post graduate,yes,no
475,22,male,ba,1st year,graduate,yes,no
476,23,male,pharmacy,4th year,phd,yes,no
477,23,female,bca,3rd year,post graduate,yes,no
478,17,female,nursing,3rd year,post graduate,yes,yes
479,22,other,b.tech,4th year,post graduate,no,yes
480,17,female,bba,2nd year,high school,yes,yes
481,19,other,nursing,3rd year,high school,yes,yes
482,23,male,nursing,1st year,phd,yes,yes
483,19,female,diploma,3rd year,graduate,yes,yes
484,23,male,b.sc,1st year,post graduate,yes,yes
485,20,male,bba,1st year,graduate,yes,yes
486,18,male,b.tech,2nd year,no formal,yes,no
487,19,other,nursing,2nd year,graduate,yes,yes
488,21,female,bca,4th year,no formal,no,yes
489,23,male,b.sc,4th year,no formal,yes,no
490,21,male,diploma,4th year,high school,no,yes
491,24,female,diploma,3rd year,high school,no,no
492,23,other,b.tech,1st year,post graduate,no,no
493,23,other,b.tech,3rd year,high school,yes,yes
494,21,male,b.sc,2nd year,post graduate,yes,yes
495,19,other,b.tech,3rd year,high school,yes,yes
496,20,female,bba,3rd year,phd,yes,no
497,17,other,nursing,4th year,graduate,yes,yes
498,19,male,b.tech,2nd year,no formal,yes,yes
499,24,female,bca,4th year,no formal,no,yes
500,20,other,ba,3rd year,no formal,yes,yes
501,17,male,nursing,3rd year,graduate,yes,yes
502,22,other,bba,4th year,high school,yes,yes
503,24,male,diploma,4th year,no formal,yes,yes
504,23,other,pharmacy,2nd year,post graduate,no,yes
505,19,other,b.sc,1st year,phd,yes,no
506,20,other,b.com,1st year,phd,yes,no
507,21,other,b.com,2nd year,no formal,yes,yes
508,18,male,b.sc,3rd year,phd,yes,yes
509,19,female,bca,4th year,graduate,yes,no
510,18,other,b.tech,1st year,high school,yes,yes
511,24,male,ba,2nd year,no formal,yes,yes
512,22,male,b.sc,4th year,post graduate,no,yes
513,23,male,bca,4th year,high school,no,no
514,23,other,diploma,4th year,post graduate,yes,no
515,24,male,bba,4th year,graduate,yes,no
516,17,female,bba,1st year,phd,yes,yes
517,24,female,bba,3rd year,post graduate,yes,yes
518,17,female,b.sc,3rd year,post graduate,yes,yes
519,20,other,ba,2nd year,graduate,yes,yes
520,21,other,pharmacy,4th year,graduate,yes,yes
521,19,female,b.tech,4th year,no formal,yes,no
522,18,other,nursing,2nd year,post graduate,yes,yes
523,18,male,b.sc,3rd year,post graduate,yes,yes
524,23,other,b.sc,2nd year,high school,yes,yes
525,19,male,b.com,3rd year,no formal,yes,no
526,19,male,b.com,4th year,post graduate,yes,yes
527,24,male,b.com,4th year,post graduate,no,yes
528,18,male,nursing,1st year,post graduate,yes,yes
529,24,other,pharmacy,4th year,no formal,no,yes
530,24,male,diploma,3rd year,phd,yes,yes
531,21,other,b.sc,3rd year,high school,yes,yes
532,18,female,pharmacy,1st year,high school,no,yes
533,18,male,nursing,2nd year,graduate,yes,yes
534,19,female,b.tech,2nd year,phd,yes,yes
535,21,male,ba,1st year,phd,yes,yes
536,18,male,diploma,4th year,no formal,no,no
537,20,female,b.tech,1st year,phd,yes,no
538,17,other,b.tech,3rd year,post graduate,yes,yes
539,21,female,bca,3rd year,phd,no,no
540,17,male,ba,3rd year,phd,yes,yes
541,22,other,ba,4th year,graduate,yes,yes
542,17,other,diploma,1st year,no formal,yes,yes
543,18,male,bba,1st year,no formal,yes,yes
544,18,other,diploma,4th year,post graduate,yes,yes
545,23,other,b.sc,1st year,no formal,yes,yes
546,17,female,b.tech,2nd year,post graduate,yes,no
547,20,male,b.com,3rd year,no formal,no,yes
548,21,female,b.sc,3rd year,phd,yes,no
549,21,female,b.com,1st year,high school,yes,yes
550,22,male,nursing,1st year,no formal,yes,yes
551,23,male,b.sc,4th year,high school,yes,yes
552,20,male,b.sc,3rd year,phd,yes,yes
553,23,male,b.sc,4th year,graduate,yes,no
554,19,other,b.com,3rd year,phd,yes,yes
555,24,male,b.sc,3rd year,high school,yes,no
556,21,female,b.sc,2nd year,post graduate,yes,no
557,22,female,bca,1st year,no formal,yes,yes
558,24,male,b.sc,3rd year,graduate,yes,no
559,23,other,b.sc,3rd year,high school,yes,yes
560,23,other,nursing,2nd year,post graduate,yes,no
561,21,female,b.tech,4th year,post graduate,yes,yes
562,17,other,b.tech,3rd year,no formal,yes,yes
563,20,male,b.tech,3rd year,post graduate,yes,no
564,18,other,bba,3rd year,post graduate,yes,no
565,24,other,diploma,1st year,high school,yes,no
566,18,female,diploma,4th year,no formal,yes,yes
